"Channel","Simulated","Experimental","Energy (keV)","16O (RBS)","17O (RBS)","18O (RBS)","28Si (RBS)","29Si (RBS)","30Si (RBS)","197Au (RBS)"
516,2.239052e+02,226,904.482,0,0,0,2.064131e+02,1.052534e+01,6.966775e+00,0
517,2.237773e+02,266,906.195,0,0,0,2.062955e+02,1.051928e+01,6.962563e+00,0
518,2.236495e+02,236,907.908,0,0,0,2.061779e+02,1.051322e+01,6.958333e+00,0
519,2.235218e+02,234,909.621,0,0,0,2.060606e+02,1.050714e+01,6.954092e+00,0
520,2.233944e+02,213,911.334,0,0,0,2.059435e+02,1.050107e+01,6.949856e+00,0
521,2.232672e+02,229,913.047,0,0,0,2.058266e+02,1.049496e+01,6.945626e+00,0
522,2.231402e+02,253,914.759,0,0,0,2.057099e+02,1.048884e+01,6.941419e+00,0
523,2.230133e+02,223,916.472,0,0,0,2.055933e+02,1.048271e+01,6.937229e+00,0
524,2.228863e+02,235,918.185,0,0,0,2.054766e+02,1.047658e+01,6.933069e+00,0
525,2.227593e+02,252,919.898,0,0,0,2.053599e+02,1.047046e+01,6.928933e+00,0
526,2.226327e+02,212,921.611,0,0,0,2.052435e+02,1.046435e+01,6.924824e+00,0
527,2.225063e+02,235,923.324,0,0,0,2.051273e+02,1.045825e+01,6.920749e+00,0
528,2.223804e+02,204,925.037,0,0,0,2.050115e+02,1.045218e+01,6.916722e+00,0
529,2.222547e+02,217,926.75,0,0,0,2.048958e+02,1.044610e+01,6.912738e+00,0
530,2.221292e+02,213,928.463,0,0,0,2.047804e+02,1.044003e+01,6.908804e+00,0
531,2.220037e+02,251,930.176,0,0,0,2.046648e+02,1.043400e+01,6.904907e+00,0
532,2.218782e+02,210,931.889,0,0,0,2.045491e+02,1.042799e+01,6.901050e+00,0
533,2.217527e+02,212,933.602,0,0,0,2.044334e+02,1.042203e+01,6.897216e+00,0
534,2.216276e+02,218,935.315,0,0,0,2.043181e+02,1.041609e+01,6.893402e+00,0
535,2.215029e+02,205,937.028,0,0,0,2.042031e+02,1.041018e+01,6.889606e+00,0
536,2.213788e+02,223,938.741,0,0,0,2.040887e+02,1.040430e+01,6.885834e+00,0
537,2.212550e+02,214,940.454,0,0,0,2.039745e+02,1.039842e+01,6.882076e+00,0
538,2.211318e+02,225,942.167,0,0,0,2.038609e+02,1.039256e+01,6.878338e+00,0
539,2.210088e+02,222,943.88,0,0,0,2.037475e+02,1.038672e+01,6.874605e+00,0
540,2.208862e+02,251,945.593,0,0,0,2.036344e+02,1.038091e+01,6.870883e+00,0
541,2.207642e+02,232,947.305,0,0,0,2.035219e+02,1.037513e+01,6.867156e+00,0
542,2.206429e+02,230,949.018,0,0,0,2.034101e+02,1.036937e+01,6.863427e+00,0
543,2.205224e+02,227,950.731,0,0,0,2.032991e+02,1.036363e+01,6.859700e+00,0
544,2.204026e+02,241,952.444,0,0,0,2.031887e+02,1.035791e+01,6.855985e+00,0
545,2.202834e+02,262,954.157,0,0,0,2.030789e+02,1.035221e+01,6.852278e+00,0
546,2.201646e+02,226,955.87,0,0,0,2.029695e+02,1.034653e+01,6.848589e+00,0
547,2.200461e+02,224,957.583,0,0,0,2.028603e+02,1.034089e+01,6.844908e+00,0
548,2.199281e+02,220,959.296,0,0,0,2.027515e+02,1.033528e+01,6.841245e+00,0
549,2.198107e+02,215,961.009,0,0,0,2.026434e+02,1.032972e+01,6.837585e+00,0
550,2.196938e+02,234,962.722,0,0,0,2.025357e+02,1.032419e+01,6.833935e+00,0
551,2.195777e+02,206,964.435,0,0,0,2.024287e+02,1.031870e+01,6.830301e+00,0
552,2.194619e+02,220,966.148,0,0,0,2.023220e+02,1.031322e+01,6.826687e+00,0
553,2.193467e+02,220,967.861,0,0,0,2.022159e+02,1.030776e+01,6.823094e+00,0
554,2.192316e+02,234,969.574,0,0,0,2.021097e+02,1.030232e+01,6.819522e+00,0
555,2.191166e+02,207,971.287,0,0,0,2.020037e+02,1.029691e+01,6.815962e+00,0
556,2.190019e+02,213,973,0,0,0,2.018980e+02,1.029153e+01,6.812415e+00,0
557,2.188875e+02,223,974.713,0,0,0,2.017925e+02,1.028617e+01,6.808868e+00,0
558,2.187733e+02,218,976.426,0,0,0,2.016872e+02,1.028083e+01,6.805324e+00,0
559,2.186592e+02,223,978.139,0,0,0,2.015820e+02,1.027549e+01,6.801790e+00,0
560,2.185451e+02,214,979.851,0,0,0,2.014767e+02,1.027015e+01,6.798263e+00,0
561,2.184305e+02,196,981.564,0,0,0,2.013710e+02,1.026480e+01,6.794748e+00,0
562,2.183155e+02,231,983.277,0,0,0,2.012648e+02,1.025946e+01,6.791236e+00,0
563,2.182001e+02,205,984.99,0,0,0,2.011583e+02,1.025413e+01,6.787728e+00,0
564,2.180846e+02,206,986.703,0,0,0,2.010516e+02,1.024881e+01,6.784216e+00,0
565,2.179688e+02,223,988.416,0,0,0,2.009446e+02,1.024349e+01,6.780696e+00,0
566,2.178531e+02,217,990.129,0,0,0,2.008377e+02,1.023819e+01,6.777174e+00,0
567,2.177372e+02,223,991.842,0,0,0,2.007307e+02,1.023287e+01,6.773659e+00,0
568,2.176214e+02,235,993.555,0,0,0,2.006237e+02,1.022754e+01,6.770147e+00,0
569,2.175055e+02,230,995.268,0,0,0,2.005166e+02,1.022223e+01,6.766647e+00,0
570,2.173898e+02,221,996.981,0,0,0,2.004097e+02,1.021693e+01,6.763148e+00,0
571,2.172746e+02,234,998.694,0,0,0,2.003033e+02,1.021165e+01,6.759659e+00,0
572,2.171602e+02,222,1000.41,0,0,0,2.001976e+02,1.020640e+01,6.756168e+00,0
573,2.170468e+02,196,1002.12,0,0,0,2.000930e+02,1.020117e+01,6.752681e+00,0
574,2.169342e+02,241,1003.83,0,0,0,1.999890e+02,1.019596e+01,6.749206e+00,0
575,2.168227e+02,230,1005.55,0,0,0,1.998861e+02,1.019076e+01,6.745750e+00,0
576,2.167117e+02,215,1007.26,0,0,0,1.997838e+02,1.018559e+01,6.742314e+00,0
577,2.166016e+02,209,1008.97,0,0,0,1.996823e+02,1.018045e+01,6.738899e+00,0
578,2.164925e+02,234,1010.68,0,0,0,1.995816e+02,1.017534e+01,6.735503e+00,0
579,2.163843e+02,219,1012.4,0,0,0,1.994819e+02,1.017028e+01,6.732122e+00,0
580,2.162771e+02,221,1014.11,0,0,0,1.993831e+02,1.016524e+01,6.728752e+00,0
581,2.161706e+02,249,1015.82,0,0,0,1.992850e+02,1.016023e+01,6.725396e+00,0
582,2.160648e+02,215,1017.54,0,0,0,1.991875e+02,1.015523e+01,6.722063e+00,0
583,2.159593e+02,252,1019.25,0,0,0,1.990903e+02,1.015024e+01,6.718746e+00,0
584,2.158540e+02,243,1020.96,0,0,0,1.989933e+02,1.014527e+01,6.715451e+00,0
585,2.157490e+02,218,1022.68,0,0,0,1.988966e+02,1.014032e+01,6.712164e+00,0
586,2.156445e+02,203,1024.39,0,0,0,1.988002e+02,1.013540e+01,6.708888e+00,0
587,2.155402e+02,230,1026.1,0,0,0,1.987041e+02,1.013048e+01,6.705606e+00,0
588,2.154362e+02,223,1027.81,0,0,0,1.986083e+02,1.012558e+01,6.702320e+00,0
589,2.153323e+02,209,1029.53,0,0,0,1.985126e+02,1.012066e+01,6.699033e+00,0
590,2.152282e+02,229,1031.24,0,0,0,1.984168e+02,1.011574e+01,6.695742e+00,0
591,2.151240e+02,218,1032.95,0,0,0,1.983207e+02,1.011081e+01,6.692448e+00,0
592,2.150195e+02,221,1034.67,0,0,0,1.982245e+02,1.010588e+01,6.689144e+00,0
593,2.149152e+02,227,1036.38,0,0,0,1.981284e+02,1.010095e+01,6.685829e+00,0
594,2.148107e+02,221,1038.09,0,0,0,1.980322e+02,1.009602e+01,6.682494e+00,0
595,2.147063e+02,206,1039.8,0,0,0,1.979361e+02,1.009107e+01,6.679138e+00,0
596,2.146016e+02,227,1041.52,0,0,0,1.978398e+02,1.008610e+01,6.675767e+00,0
597,2.144968e+02,213,1043.23,0,0,0,1.977433e+02,1.008110e+01,6.672394e+00,0
598,2.143916e+02,184,1044.94,0,0,0,1.976465e+02,1.007609e+01,6.669020e+00,0
599,2.142863e+02,223,1046.66,0,0,0,1.975496e+02,1.007107e+01,6.665657e+00,0
600,2.141812e+02,236,1048.37,0,0,0,1.974528e+02,1.006605e+01,6.662300e+00,0
601,2.140762e+02,223,1050.08,0,0,0,1.973562e+02,1.006105e+01,6.658958e+00,0
602,2.139717e+02,231,1051.8,0,0,0,1.972600e+02,1.005606e+01,6.655625e+00,0
603,2.138674e+02,192,1053.51,0,0,0,1.971640e+02,1.005108e+01,6.652311e+00,0
604,2.137634e+02,207,1055.22,0,0,0,1.970683e+02,1.004610e+01,6.649028e+00,0
605,2.136596e+02,205,1056.93,0,0,0,1.969727e+02,1.004115e+01,6.645773e+00,0
606,2.135561e+02,212,1058.65,0,0,0,1.968773e+02,1.003623e+01,6.642554e+00,0
607,2.134532e+02,204,1060.36,0,0,0,1.967825e+02,1.003135e+01,6.639357e+00,0
608,2.133507e+02,228,1062.07,0,0,0,1.966880e+02,1.002652e+01,6.636188e+00,0
609,2.132489e+02,219,1063.79,0,0,0,1.965941e+02,1.002171e+01,6.633029e+00,0
610,2.131474e+02,191,1065.5,0,0,0,1.965006e+02,1.001694e+01,6.629884e+00,0
611,2.130462e+02,245,1067.21,0,0,0,1.964072e+02,1.001219e+01,6.626757e+00,0
612,2.129451e+02,181,1068.92,0,0,0,1.963140e+02,1.000745e+01,6.623644e+00,0
613,2.128442e+02,209,1070.64,0,0,0,1.962209e+02,1.000274e+01,6.620549e+00,0
614,2.127439e+02,216,1072.35,0,0,0,1.961283e+02,9.998050e+00,6.617462e+00,0
615,2.126439e+02,227,1074.06,0,0,0,1.960361e+02,9.993390e+00,6.614386e+00,0
616,2.125444e+02,225,1075.78,0,0,0,1.959443e+02,9.988737e+00,6.611305e+00,0
617,2.124452e+02,198,1077.49,0,0,0,1.958528e+02,9.984099e+00,6.608223e+00,0
618,2.123460e+02,207,1079.2,0,0,0,1.957615e+02,9.979449e+00,6.605142e+00,0
619,2.122470e+02,203,1080.92,0,0,0,1.956701e+02,9.974796e+00,6.602067e+00,0
620,2.121480e+02,211,1082.63,0,0,0,1.955788e+02,9.970150e+00,6.598996e+00,0
621,2.120493e+02,209,1084.34,0,0,0,1.954878e+02,9.965502e+00,6.595924e+00,0
622,2.119507e+02,202,1086.05,0,0,0,1.953970e+02,9.960863e+00,6.592854e+00,0
623,2.118521e+02,211,1087.77,0,0,0,1.953062e+02,9.956214e+00,6.589771e+00,0
624,2.117537e+02,223,1089.48,0,0,0,1.952154e+02,9.951564e+00,6.586680e+00,0
625,2.116548e+02,203,1091.19,0,0,0,1.951244e+02,9.946893e+00,6.583584e+00,0
626,2.115558e+02,218,1092.91,0,0,0,1.950331e+02,9.942211e+00,6.580490e+00,0
627,2.114567e+02,223,1094.62,0,0,0,1.949417e+02,9.937534e+00,6.577398e+00,0
628,2.113576e+02,237,1096.33,0,0,0,1.948505e+02,9.932858e+00,6.574309e+00,0
629,2.112589e+02,228,1098.04,0,0,0,1.947594e+02,9.928200e+00,6.571225e+00,0
630,2.111602e+02,253,1099.76,0,0,0,1.946685e+02,9.923547e+00,6.568138e+00,0
631,2.110619e+02,200,1101.47,0,0,0,1.945780e+02,9.918909e+00,6.565051e+00,0
632,2.109636e+02,207,1103.18,0,0,0,1.944874e+02,9.914273e+00,6.561971e+00,0
633,2.108656e+02,196,1104.9,0,0,0,1.943971e+02,9.909651e+00,6.558904e+00,0
634,2.107681e+02,208,1106.61,0,0,0,1.943072e+02,9.905058e+00,6.555851e+00,0
635,2.106709e+02,161,1108.32,0,0,0,1.942176e+02,9.900485e+00,6.552809e+00,0
636,2.105742e+02,197,1110.04,0,0,0,1.941284e+02,9.895943e+00,6.549780e+00,0
637,2.104773e+02,213,1111.75,0,0,0,1.940392e+02,9.891419e+00,6.546751e+00,0
638,2.103801e+02,214,1113.46,0,0,0,1.939494e+02,9.886910e+00,6.543723e+00,0
639,2.102809e+02,214,1115.17,0,0,0,1.938578e+02,9.882404e+00,6.540700e+00,0
640,2.101781e+02,184,1116.89,0,0,0,1.937625e+02,9.877908e+00,6.537686e+00,0
641,2.100683e+02,244,1118.6,0,0,0,1.936602e+02,9.873429e+00,6.534680e+00,0
642,2.099453e+02,190,1120.31,0,0,0,1.935446e+02,9.868959e+00,6.531680e+00,0
643,2.097993e+02,222,1122.03,0,0,0,1.934061e+02,9.864502e+00,6.528689e+00,0
644,2.096148e+02,227,1123.74,0,0,0,1.932290e+02,9.860054e+00,6.525695e+00,0
645,2.093684e+02,204,1125.45,0,0,0,1.929901e+02,9.855597e+00,6.522704e+00,0
646,2.090274e+02,198,1127.16,0,0,0,1.926566e+02,9.851137e+00,6.519721e+00,0
647,2.085466e+02,222,1128.88,0,0,0,1.921832e+02,9.846676e+00,6.516751e+00,0
648,2.078653e+02,217,1130.59,0,0,0,1.915093e+02,9.842221e+00,6.513796e+00,0
649,2.069041e+02,216,1132.3,0,0,0,1.905555e+02,9.837770e+00,6.510852e+00,0
650,2.055548e+02,223,1134.02,0,0,0,1.892136e+02,9.833306e+00,6.507925e+00,0
651,2.036792e+02,216,1135.73,0,0,0,1.873454e+02,9.828824e+00,6.505000e+00,0
652,2.010953e+02,238,1137.44,0,0,0,1.847689e+02,9.824257e+00,6.502082e+00,0
653,1.975794e+02,222,1139.16,0,0,0,1.812607e+02,9.819536e+00,6.499177e+00,0
654,1.928613e+02,182,1140.87,0,0,0,1.765505e+02,9.814520e+00,6.496282e+00,0
655,1.866273e+02,184,1142.58,0,0,0,1.703249e+02,9.808936e+00,6.493402e+00,0
656,1.785719e+02,197,1144.29,0,0,0,1.622790e+02,9.802363e+00,6.490528e+00,0
657,1.684195e+02,187,1146.01,0,0,0,1.521378e+02,9.794090e+00,6.487666e+00,0
658,1.560127e+02,161,1147.72,0,0,0,1.397448e+02,9.783087e+00,6.484799e+00,0
659,1.414352e+02,134,1149.43,0,0,0,1.251854e+02,9.767837e+00,6.481935e+00,0
660,1.250049e+02,128,1151.15,0,0,0,1.087795e+02,9.746266e+00,6.479079e+00,0
661,1.074226e+02,95,1152.86,0,0,0,9.123075e+01,9.715581e+00,6.476225e+00,0
662,8.964259e+01,93,1154.57,0,0,0,7.349713e+01,9.672089e+00,6.473376e+00,0
663,7.263397e+01,94,1156.29,0,0,0,5.655257e+01,9.610884e+00,6.470515e+00,0
664,5.743149e+01,70,1158,0,0,0,4.143837e+01,9.525494e+00,6.467626e+00,0
665,4.455487e+01,41,1159.71,0,0,0,2.868273e+01,9.407480e+00,6.464664e+00,0
666,3.443173e+01,35,1161.42,0,0,0,1.872373e+01,9.246436e+00,6.461562e+00,0
667,2.700442e+01,37,1163.14,0,0,0,1.151692e+01,9.029301e+00,6.458200e+00,0
668,2.186542e+01,35,1164.85,0,0,0,6.669926e+00,8.741136e+00,6.454358e+00,0
669,1.845060e+01,20,1166.56,0,0,0,3.634637e+00,8.366280e+00,6.449686e+00,0
670,1.619563e+01,13,1168.28,0,0,0,1.862552e+00,7.889433e+00,6.443649e+00,0
671,1.463385e+01,21,1169.99,0,0,0,8.971133e-01,7.301304e+00,6.435437e+00,0
672,1.343063e+01,14,1171.7,0,0,0,4.059649e-01,6.600733e+00,6.423932e+00,0
673,1.237921e+01,16,1173.41,0,0,0,1.725348e-01,5.799080e+00,6.407598e+00,0
674,1.138053e+01,14,1175.13,0,0,0,6.884104e-02,4.927295e+00,6.384396e+00,0
675,1.040387e+01,9,1176.84,0,0,0,2.577419e-02,4.026435e+00,6.351660e+00,0
676,9.465021e+00,13,1178.55,0,0,0,9.058398e-03,3.150209e+00,6.305754e+00,0
677,8.595113e+00,8,1180.27,0,0,0,2.980888e-03,2.350050e+00,6.242082e+00,0
678,7.815502e+00,3,1181.98,0,0,0,9.068326e-04,1.659987e+00,6.154608e+00,0
679,7.142337e+00,7,1183.69,0,0,0,2.262471e-04,1.106242e+00,6.035868e+00,0
680,6.571929e+00,6,1185.41,0,0,0,6.227887e-05,6.948778e-01,5.876989e+00,0
681,6.078697e+00,9,1187.12,0,0,0,0,4.110832e-01,5.667614e+00,0
682,5.626591e+00,3,1188.83,0,0,0,0,2.288821e-01,5.397709e+00,0
683,5.178277e+00,5,1190.54,0,0,0,0,1.198651e-01,5.058412e+00,0
684,4.703536e+00,1,1192.26,0,0,0,0,5.901263e-02,4.644524e+00,0
685,4.186477e+00,9,1193.97,0,0,0,0,2.730063e-02,4.159176e+00,0
686,3.624977e+00,1,1195.68,0,0,0,0,1.186317e-02,3.613113e+00,0
687,3.034331e+00,0,1197.4,0,0,0,0,4.840242e-03,3.029491e+00,0
688,2.442153e+00,4,1199.11,0,0,0,0,1.853871e-03,2.440300e+00,0
689,1.878204e+00,2,1200.82,0,0,0,0,6.661843e-04,1.877538e+00,0
690,1.376026e+00,2,1202.53,0,0,0,0,2.242161e-04,1.375802e+00,0
691,9.524834e-01,2,1204.25,0,0,0,0,6.973467e-05,9.524137e-01,0
692,6.218615e-01,4,1205.96,0,0,0,0,2.074175e-05,6.218408e-01,0
693,3.825918e-01,2,1207.67,0,0,0,0,5.000682e-06,3.825868e-01,0
694,2.216378e-01,1,1209.39,0,0,0,0,0,2.216378e-01,0
695,1.208181e-01,1,1211.1,0,0,0,0,0,1.208181e-01,0
696,6.193611e-02,3,1212.81,0,0,0,0,0,6.193611e-02,0
697,2.984438e-02,3,1214.53,0,0,0,0,0,2.984438e-02,0
698,1.351129e-02,1,1216.24,0,0,0,0,0,1.351129e-02,0
699,5.745003e-03,0,1217.95,0,0,0,0,0,5.745003e-03,0
700,2.293391e-03,2,1219.66,0,0,0,0,0,2.293391e-03,0
701,8.591090e-04,2,1221.38,0,0,0,0,0,8.591090e-04,0
702,3.020994e-04,0,1223.09,0,0,0,0,0,3.020994e-04,0
703,9.947594e-05,1,1224.8,0,0,0,0,0,9.947594e-05,0
704,3.029105e-05,1,1226.52,0,0,0,0,0,3.029105e-05,0
705,7.574869e-06,0,1228.23,0,0,0,0,0,7.574869e-06,0
706,2.086120e-06,1,1229.94,0,0,0,0,0,2.086120e-06,0
707,0,0,1231.65,0,0,0,0,0,0,0
708,0,1,1233.37,0,0,0,0,0,0,0
709,0,2,1235.08,0,0,0,0,0,0,0
710,0,0,1236.79,0,0,0,0,0,0,0
711,0,1,1238.51,0,0,0,0,0,0,0
712,0,0,1240.22,0,0,0,0,0,0,0
713,0,4,1241.93,0,0,0,0,0,0,0
714,0,1,1243.65,0,0,0,0,0,0,0
715,0,0,1245.36,0,0,0,0,0,0,0
716,0,2,1247.07,0,0,0,0,0,0,0
717,0,1,1248.78,0,0,0,0,0,0,0
718,0,0,1250.5,0,0,0,0,0,0,0
719,0,0,1252.21,0,0,0,0,0,0,0
720,0,1,1253.92,0,0,0,0,0,0,0
721,0,1,1255.64,0,0,0,0,0,0,0
722,0,0,1257.35,0,0,0,0,0,0,0
723,0,1,1259.06,0,0,0,0,0,0,0
724,0,0,1260.77,0,0,0,0,0,0,0
725,0,0,1262.49,0,0,0,0,0,0,0
726,0,0,1264.2,0,0,0,0,0,0,0
727,0,3,1265.91,0,0,0,0,0,0,0
728,0,0,1267.63,0,0,0,0,0,0,0
729,0,1,1269.34,0,0,0,0,0,0,0
730,0,0,1271.05,0,0,0,0,0,0,0
731,0,1,1272.77,0,0,0,0,0,0,0
732,0,0,1274.48,0,0,0,0,0,0,0
733,0,0,1276.19,0,0,0,0,0,0,0
734,0,1,1277.9,0,0,0,0,0,0,0
735,0,3,1279.62,0,0,0,0,0,0,0
736,0,1,1281.33,0,0,0,0,0,0,0
737,0,0,1283.04,0,0,0,0,0,0,0
738,0,2,1284.76,0,0,0,0,0,0,0
739,0,1,1286.47,0,0,0,0,0,0,0
740,0,2,1288.18,0,0,0,0,0,0,0
741,0,2,1289.89,0,0,0,0,0,0,0
742,0,0,1291.61,0,0,0,0,0,0,0
743,0,0,1293.32,0,0,0,0,0,0,0
744,0,1,1295.03,0,0,0,0,0,0,0
745,0,0,1296.75,0,0,0,0,0,0,0
746,0,0,1298.46,0,0,0,0,0,0,0
747,0,0,1300.17,0,0,0,0,0,0,0
748,0,0,1301.89,0,0,0,0,0,0,0
749,0,0,1303.6,0,0,0,0,0,0,0
750,0,0,1305.31,0,0,0,0,0,0,0
751,0,0,1307.02,0,0,0,0,0,0,0
752,0,1,1308.74,0,0,0,0,0,0,0
753,0,0,1310.45,0,0,0,0,0,0,0
754,0,1,1312.16,0,0,0,0,0,0,0
755,0,0,1313.88,0,0,0,0,0,0,0
756,0,1,1315.59,0,0,0,0,0,0,0
757,0,3,1317.3,0,0,0,0,0,0,0
758,0,1,1319.02,0,0,0,0,0,0,0
759,0,0,1320.73,0,0,0,0,0,0,0
760,0,0,1322.44,0,0,0,0,0,0,0
761,0,1,1324.15,0,0,0,0,0,0,0
762,0,1,1325.87,0,0,0,0,0,0,0
763,0,0,1327.58,0,0,0,0,0,0,0
764,0,0,1329.29,0,0,0,0,0,0,0
765,0,2,1331.01,0,0,0,0,0,0,0
766,0,1,1332.72,0,0,0,0,0,0,0
767,0,2,1334.43,0,0,0,0,0,0,0
768,0,1,1336.14,0,0,0,0,0,0,0
769,0,0,1337.86,0,0,0,0,0,0,0
770,0,1,1339.57,0,0,0,0,0,0,0
771,0,0,1341.28,0,0,0,0,0,0,0
772,0,0,1343,0,0,0,0,0,0,0
773,0,1,1344.71,0,0,0,0,0,0,0
774,0,2,1346.42,0,0,0,0,0,0,0
775,0,0,1348.14,0,0,0,0,0,0,0
776,0,3,1349.85,0,0,0,0,0,0,0
777,0,0,1351.56,0,0,0,0,0,0,0
778,0,0,1353.27,0,0,0,0,0,0,0
779,0,2,1354.99,0,0,0,0,0,0,0
780,0,1,1356.7,0,0,0,0,0,0,0
781,0,2,1358.41,0,0,0,0,0,0,0
782,0,0,1360.13,0,0,0,0,0,0,0
783,0,0,1361.84,0,0,0,0,0,0,0
784,0,1,1363.55,0,0,0,0,0,0,0
785,0,1,1365.26,0,0,0,0,0,0,0
786,0,1,1366.98,0,0,0,0,0,0,0
787,0,1,1368.69,0,0,0,0,0,0,0
788,0,2,1370.4,0,0,0,0,0,0,0
789,0,2,1372.12,0,0,0,0,0,0,0
