"Channel","Simulated","Experimental","Energy (keV)","16O (RBS)","17O (RBS)","18O (RBS)","28Si (RBS)","29Si (RBS)","30Si (RBS)","197Au (RBS)"
790,0,1,1373.83,0,0,0,0,0,0,0
791,0,1,1375.54,0,0,0,0,0,0,0
792,0,3,1377.26,0,0,0,0,0,0,0
793,0,1,1378.97,0,0,0,0,0,0,0
794,0,0,1380.68,0,0,0,0,0,0,0
795,0,1,1382.39,0,0,0,0,0,0,0
796,0,2,1384.11,0,0,0,0,0,0,0
797,0,1,1385.82,0,0,0,0,0,0,0
798,0,0,1387.53,0,0,0,0,0,0,0
799,0,1,1389.25,0,0,0,0,0,0,0
800,0,0,1390.96,0,0,0,0,0,0,0
801,0,0,1392.67,0,0,0,0,0,0,0
802,0,2,1394.38,0,0,0,0,0,0,0
803,0,3,1396.1,0,0,0,0,0,0,0
804,0,1,1397.81,0,0,0,0,0,0,0
805,0,0,1399.52,0,0,0,0,0,0,0
806,0,0,1401.24,0,0,0,0,0,0,0
807,0,3,1402.95,0,0,0,0,0,0,0
808,0,1,1404.66,0,0,0,0,0,0,0
809,0,1,1406.38,0,0,0,0,0,0,0
810,0,1,1408.09,0,0,0,0,0,0,0
811,0,0,1409.8,0,0,0,0,0,0,0
812,0,0,1411.51,0,0,0,0,0,0,0
813,0,1,1413.23,0,0,0,0,0,0,0
814,0,1,1414.94,0,0,0,0,0,0,0
815,0,2,1416.65,0,0,0,0,0,0,0
816,0,1,1418.37,0,0,0,0,0,0,0
817,0,0,1420.08,0,0,0,0,0,0,0
818,0,0,1421.79,0,0,0,0,0,0,0
819,0,1,1423.5,0,0,0,0,0,0,0
820,0,1,1425.22,0,0,0,0,0,0,0
821,0,0,1426.93,0,0,0,0,0,0,0
822,0,2,1428.64,0,0,0,0,0,0,0
823,0,1,1430.36,0,0,0,0,0,0,0
824,0,2,1432.07,0,0,0,0,0,0,0
825,0,0,1433.78,0,0,0,0,0,0,0
826,0,0,1435.5,0,0,0,0,0,0,0
827,0,2,1437.21,0,0,0,0,0,0,0
828,0,2,1438.92,0,0,0,0,0,0,0
829,0,1,1440.63,0,0,0,0,0,0,0
830,0,0,1442.35,0,0,0,0,0,0,0
831,0,1,1444.06,0,0,0,0,0,0,0
832,0,0,1445.77,0,0,0,0,0,0,0
833,0,0,1447.49,0,0,0,0,0,0,0
834,0,1,1449.2,0,0,0,0,0,0,0
835,0,0,1450.91,0,0,0,0,0,0,0
836,0,2,1452.62,0,0,0,0,0,0,0
837,0,1,1454.34,0,0,0,0,0,0,0
838,0,0,1456.05,0,0,0,0,0,0,0
839,0,2,1457.76,0,0,0,0,0,0,0
840,0,2,1459.48,0,0,0,0,0,0,0
841,0,1,1461.19,0,0,0,0,0,0,0
842,0,0,1462.9,0,0,0,0,0,0,0
843,0,1,1464.62,0,0,0,0,0,0,0
844,0,0,1466.33,0,0,0,0,0,0,0
845,0,0,1468.04,0,0,0,0,0,0,0
846,0,0,1469.75,0,0,0,0,0,0,0
847,0,1,1471.47,0,0,0,0,0,0,0
848,0,2,1473.18,0,0,0,0,0,0,0
849,0,1,1474.89,0,0,0,0,0,0,0
850,0,0,1476.61,0,0,0,0,0,0,0
851,0,2,1478.32,0,0,0,0,0,0,0
852,0,1,1480.03,0,0,0,0,0,0,0
853,0,1,1481.75,0,0,0,0,0,0,0
854,0,3,1483.46,0,0,0,0,0,0,0
855,0,0,1485.17,0,0,0,0,0,0,0
856,0,1,1486.88,0,0,0,0,0,0,0
857,0,2,1488.6,0,0,0,0,0,0,0
858,0,0,1490.31,0,0,0,0,0,0,0
859,0,1,1492.02,0,0,0,0,0,0,0
860,0,1,1493.74,0,0,0,0,0,0,0
861,0,2,1495.45,0,0,0,0,0,0,0
862,0,0,1497.16,0,0,0,0,0,0,0
863,0,2,1498.87,0,0,0,0,0,0,0
864,0,1,1500.59,0,0,0,0,0,0,0
865,0,1,1502.3,0,0,0,0,0,0,0
866,0,1,1504.01,0,0,0,0,0,0,0
867,0,1,1505.73,0,0,0,0,0,0,0
868,0,1,1507.44,0,0,0,0,0,0,0
869,0,0,1509.15,0,0,0,0,0,0,0
870,0,2,1510.87,0,0,0,0,0,0,0
871,0,1,1512.58,0,0,0,0,0,0,0
872,0,1,1514.29,0,0,0,0,0,0,0
873,0,0,1516,0,0,0,0,0,0,0
874,0,1,1517.72,0,0,0,0,0,0,0
875,0,0,1519.43,0,0,0,0,0,0,0
876,0,1,1521.14,0,0,0,0,0,0,0
877,0,1,1522.86,0,0,0,0,0,0,0
878,0,5,1524.57,0,0,0,0,0,0,0
879,0,1,1526.28,0,0,0,0,0,0,0
880,0,2,1527.99,0,0,0,0,0,0,0
881,0,0,1529.71,0,0,0,0,0,0,0
882,0,3,1531.42,0,0,0,0,0,0,0
883,0,2,1533.13,0,0,0,0,0,0,0
884,0,1,1534.85,0,0,0,0,0,0,0
885,0,0,1536.56,0,0,0,0,0,0,0
886,0,2,1538.27,0,0,0,0,0,0,0
887,0,1,1539.99,0,0,0,0,0,0,0
888,0,1,1541.7,0,0,0,0,0,0,0
889,0,3,1543.41,0,0,0,0,0,0,0
890,0,1,1545.12,0,0,0,0,0,0,0
891,0,1,1546.84,0,0,0,0,0,0,0
892,0,0,1548.55,0,0,0,0,0,0,0
893,0,1,1550.26,0,0,0,0,0,0,0
894,0,2,1551.98,0,0,0,0,0,0,0
895,0,2,1553.69,0,0,0,0,0,0,0
896,0,0,1555.4,0,0,0,0,0,0,0
897,0,4,1557.11,0,0,0,0,0,0,0
898,0,2,1558.83,0,0,0,0,0,0,0
899,0,0,1560.54,0,0,0,0,0,0,0
900,0,2,1562.25,0,0,0,0,0,0,0
901,0,0,1563.97,0,0,0,0,0,0,0
902,0,3,1565.68,0,0,0,0,0,0,0
903,0,1,1567.39,0,0,0,0,0,0,0
904,0,2,1569.11,0,0,0,0,0,0,0
905,0,0,1570.82,0,0,0,0,0,0,0
906,0,2,1572.53,0,0,0,0,0,0,0
907,0,0,1574.24,0,0,0,0,0,0,0
908,0,2,1575.96,0,0,0,0,0,0,0
909,0,3,1577.67,0,0,0,0,0,0,0
910,0,5,1579.38,0,0,0,0,0,0,0
911,0,1,1581.1,0,0,0,0,0,0,0
912,0,1,1582.81,0,0,0,0,0,0,0
913,0,0,1584.52,0,0,0,0,0,0,0
914,0,0,1586.23,0,0,0,0,0,0,0
915,0,1,1587.95,0,0,0,0,0,0,0
916,0,1,1589.66,0,0,0,0,0,0,0
917,0,2,1591.37,0,0,0,0,0,0,0
918,0,2,1593.09,0,0,0,0,0,0,0
919,0,3,1594.8,0,0,0,0,0,0,0
920,0,0,1596.51,0,0,0,0,0,0,0
921,0,1,1598.23,0,0,0,0,0,0,0
922,0,3,1599.94,0,0,0,0,0,0,0
923,0,4,1601.65,0,0,0,0,0,0,0
924,0,0,1603.36,0,0,0,0,0,0,0
925,0,1,1605.08,0,0,0,0,0,0,0
926,0,1,1606.79,0,0,0,0,0,0,0
927,0,4,1608.5,0,0,0,0,0,0,0
928,0,4,1610.22,0,0,0,0,0,0,0
929,0,3,1611.93,0,0,0,0,0,0,0
930,0,1,1613.64,0,0,0,0,0,0,0
931,0,1,1615.35,0,0,0,0,0,0,0
932,0,0,1617.07,0,0,0,0,0,0,0
933,0,2,1618.78,0,0,0,0,0,0,0
934,0,2,1620.49,0,0,0,0,0,0,0
935,0,6,1622.21,0,0,0,0,0,0,0
936,0,2,1623.92,0,0,0,0,0,0,0
937,0,1,1625.63,0,0,0,0,0,0,0
938,0,1,1627.35,0,0,0,0,0,0,0
939,0,3,1629.06,0,0,0,0,0,0,0
940,0,3,1630.77,0,0,0,0,0,0,0
941,0,4,1632.48,0,0,0,0,0,0,0
942,0,1,1634.2,0,0,0,0,0,0,0
943,0,0,1635.91,0,0,0,0,0,0,0
944,0,3,1637.62,0,0,0,0,0,0,0
945,0,2,1639.34,0,0,0,0,0,0,0
946,0,3,1641.05,0,0,0,0,0,0,0
947,0,3,1642.76,0,0,0,0,0,0,0
948,0,5,1644.48,0,0,0,0,0,0,0
949,0,4,1646.19,0,0,0,0,0,0,0
950,0,2,1647.9,0,0,0,0,0,0,0
951,0,0,1649.61,0,0,0,0,0,0,0
952,0,3,1651.33,0,0,0,0,0,0,0
953,0,1,1653.04,0,0,0,0,0,0,0
954,0,4,1654.75,0,0,0,0,0,0,0
955,0,4,1656.47,0,0,0,0,0,0,0
956,0,4,1658.18,0,0,0,0,0,0,0
957,0,3,1659.89,0,0,0,0,0,0,0
958,0,3,1661.6,0,0,0,0,0,0,0
959,0,2,1663.32,0,0,0,0,0,0,0
960,0,3,1665.03,0,0,0,0,0,0,0
961,0,2,1666.74,0,0,0,0,0,0,0
962,0,0,1668.46,0,0,0,0,0,0,0
963,0,5,1670.17,0,0,0,0,0,0,0
964,0,2,1671.88,0,0,0,0,0,0,0
965,0,5,1673.6,0,0,0,0,0,0,0
966,0,0,1675.31,0,0,0,0,0,0,0
967,0,3,1677.02,0,0,0,0,0,0,0
968,0,2,1678.73,0,0,0,0,0,0,0
969,0,3,1680.45,0,0,0,0,0,0,0
970,0,2,1682.16,0,0,0,0,0,0,0
971,0,5,1683.87,0,0,0,0,0,0,0
972,0,0,1685.59,0,0,0,0,0,0,0
973,0,2,1687.3,0,0,0,0,0,0,0
974,0,2,1689.01,0,0,0,0,0,0,0
975,0,0,1690.72,0,0,0,0,0,0,0
976,0,2,1692.44,0,0,0,0,0,0,0
977,0,3,1694.15,0,0,0,0,0,0,0
978,0,3,1695.86,0,0,0,0,0,0,0
979,0,3,1697.58,0,0,0,0,0,0,0
980,0,2,1699.29,0,0,0,0,0,0,0
981,0,4,1701,0,0,0,0,0,0,0
982,0,2,1702.72,0,0,0,0,0,0,0
983,0,3,1704.43,0,0,0,0,0,0,0
984,0,4,1706.14,0,0,0,0,0,0,0
985,0,0,1707.85,0,0,0,0,0,0,0
986,0,1,1709.57,0,0,0,0,0,0,0
987,0,3,1711.28,0,0,0,0,0,0,0
988,0,2,1712.99,0,0,0,0,0,0,0
989,0,2,1714.71,0,0,0,0,0,0,0
990,0,6,1716.42,0,0,0,0,0,0,0
991,0,5,1718.13,0,0,0,0,0,0,0
992,0,2,1719.84,0,0,0,0,0,0,0
993,0,5,1721.56,0,0,0,0,0,0,0
994,0,1,1723.27,0,0,0,0,0,0,0
995,0,4,1724.98,0,0,0,0,0,0,0
996,0,4,1726.7,0,0,0,0,0,0,0
997,0,2,1728.41,0,0,0,0,0,0,0
998,0,4,1730.12,0,0,0,0,0,0,0
999,0,6,1731.84,0,0,0,0,0,0,0
1000,0,3,1733.55,0,0,0,0,0,0,0
1001,0,0,1735.26,0,0,0,0,0,0,0
1002,0,4,1736.97,0,0,0,0,0,0,0
1003,0,3,1738.69,0,0,0,0,0,0,0
1004,0,3,1740.4,0,0,0,0,0,0,0
1005,0,4,1742.11,0,0,0,0,0,0,0
1006,0,5,1743.83,0,0,0,0,0,0,0
1007,0,3,1745.54,0,0,0,0,0,0,0
1008,0,4,1747.25,0,0,0,0,0,0,0
1009,0,2,1748.96,0,0,0,0,0,0,0
1010,0,0,1750.68,0,0,0,0,0,0,0
1011,0,4,1752.39,0,0,0,0,0,0,0
1012,0,9,1754.1,0,0,0,0,0,0,0
1013,0,4,1755.82,0,0,0,0,0,0,0
1014,0,4,1757.53,0,0,0,0,0,0,0
1015,0,2,1759.24,0,0,0,0,0,0,0
1016,0,5,1760.96,0,0,0,0,0,0,0
1017,0,3,1762.67,0,0,0,0,0,0,0
1018,0,2,1764.38,0,0,0,0,0,0,0
1019,0,3,1766.09,0,0,0,0,0,0,0
1020,0,4,1767.81,0,0,0,0,0,0,0
1021,0,2,1769.52,0,0,0,0,0,0,0
1022,0,3,1771.23,0,0,0,0,0,0,0
1023,0,2,1772.95,0,0,0,0,0,0,0
1024,0,6,1774.66,0,0,0,0,0,0,0
1025,0,7,1776.37,0,0,0,0,0,0,0
1026,0,4,1778.08,0,0,0,0,0,0,0
1027,0,4,1779.8,0,0,0,0,0,0,0
1028,0,2,1781.51,0,0,0,0,0,0,0
1029,0,3,1783.22,0,0,0,0,0,0,0
1030,0,7,1784.94,0,0,0,0,0,0,0
1031,0,4,1786.65,0,0,0,0,0,0,0
1032,0,8,1788.36,0,0,0,0,0,0,0
1033,0,5,1790.08,0,0,0,0,0,0,0
1034,0,6,1791.79,0,0,0,0,0,0,0
1035,0,3,1793.5,0,0,0,0,0,0,0
1036,0,7,1795.21,0,0,0,0,0,0,0
1037,0,4,1796.93,0,0,0,0,0,0,0
1038,0,9,1798.64,0,0,0,0,0,0,0
1039,0,8,1800.35,0,0,0,0,0,0,0
1040,0,9,1802.07,0,0,0,0,0,0,0
1041,0,8,1803.78,0,0,0,0,0,0,0
1042,0,9,1805.49,0,0,0,0,0,0,0
1043,0,4,1807.21,0,0,0,0,0,0,0
1044,0,10,1808.92,0,0,0,0,0,0,0
1045,6.217245e-05,14,1810.63,0,0,0,0,0,0,6.217245e-05
1046,1.856259e-04,6,1812.34,0,0,0,0,0,0,1.856259e-04
1047,6.279728e-04,4,1814.06,0,0,0,0,0,0,6.279728e-04
1048,1.733147e-03,7,1815.77,0,0,0,0,0,0,1.733147e-03
1049,4.720770e-03,6,1817.48,0,0,0,0,0,0,4.720770e-03
1050,1.194501e-02,10,1819.2,0,0,0,0,0,0,1.194501e-02
1051,2.912320e-02,8,1820.91,0,0,0,0,0,0,2.912320e-02
1052,6.748409e-02,6,1822.62,0,0,0,0,0,0,6.748409e-02
1053,1.500091e-01,13,1824.33,0,0,0,0,0,0,1.500091e-01
1054,3.188546e-01,16,1826.05,0,0,0,0,0,0,3.188546e-01
1055,6.502367e-01,12,1827.76,0,0,0,0,0,0,6.502367e-01
1056,1.271844e+00,18,1829.47,0,0,0,0,0,0,1.271844e+00
1057,2.390727e+00,27,1831.19,0,0,0,0,0,0,2.390727e+00
1058,4.322475e+00,23,1832.9,0,0,0,0,0,0,4.322475e+00
1059,7.530606e+00,29,1834.61,0,0,0,0,0,0,7.530606e+00
1060,1.266165e+01,28,1836.33,0,0,0,0,0,0,1.266165e+01
1061,2.058666e+01,34,1838.04,0,0,0,0,0,0,2.058666e+01
1062,3.244282e+01,39,1839.75,0,0,0,0,0,0,3.244282e+01
1063,4.966504e+01,72,1841.46,0,0,0,0,0,0,4.966504e+01
1064,7.406626e+01,91,1843.18,0,0,0,0,0,0,7.406626e+01
1065,1.080639e+02,93,1844.89,0,0,0,0,0,0,1.080639e+02
1066,1.545915e+02,161,1846.6,0,0,0,0,0,0,1.545915e+02
1067,2.175214e+02,177,1848.32,0,0,0,0,0,0,2.175214e+02
1068,3.013958e+02,261,1850.03,0,0,0,0,0,0,3.013958e+02
1069,4.119374e+02,374,1851.74,0,0,0,0,0,0,4.119374e+02
1070,5.552008e+02,520,1853.45,0,0,0,0,0,0,5.552008e+02
1071,7.373412e+02,729,1855.17,0,0,0,0,0,0,7.373412e+02
1072,9.626986e+02,926,1856.88,0,0,0,0,0,0,9.626986e+02
1073,1.231058e+03,1236,1858.59,0,0,0,0,0,0,1.231058e+03
1074,1.535328e+03,1618,1860.31,0,0,0,0,0,0,1.535328e+03
1075,1.855354e+03,1880,1862.02,0,0,0,0,0,0,1.855354e+03
1076,2.160416e+03,2293,1863.73,0,0,0,0,0,0,2.160416e+03
1077,2.404177e+03,2437,1865.45,0,0,0,0,0,0,2.404177e+03
1078,2.542019e+03,2549,1867.16,0,0,0,0,0,0,2.542019e+03
1079,2.533179e+03,2532,1868.87,0,0,0,0,0,0,2.533179e+03
1080,2.372648e+03,2275,1870.58,0,0,0,0,0,0,2.372648e+03
1081,2.089406e+03,2141,1872.3,0,0,0,0,0,0,2.089406e+03
1082,1.726223e+03,1720,1874.01,0,0,0,0,0,0,1.726223e+03
1083,1.315767e+03,1294,1875.72,0,0,0,0,0,0,1.315767e+03
1084,9.288881e+02,906,1877.44,0,0,0,0,0,0,9.288881e+02
1085,6.090002e+02,613,1879.15,0,0,0,0,0,0,6.090002e+02
1086,3.714818e+02,387,1880.86,0,0,0,0,0,0,3.714818e+02
1087,2.110986e+02,237,1882.57,0,0,0,0,0,0,2.110986e+02
1088,1.118582e+02,99,1884.29,0,0,0,0,0,0,1.118582e+02
1089,5.530763e+01,58,1886,0,0,0,0,0,0,5.530763e+01
1090,2.553097e+01,20,1887.71,0,0,0,0,0,0,2.553097e+01
1091,1.100739e+01,16,1889.43,0,0,0,0,0,0,1.100739e+01
1092,4.433912e+00,6,1891.14,0,0,0,0,0,0,4.433912e+00
1093,1.669387e+00,2,1892.85,0,0,0,0,0,0,1.669387e+00
1094,5.873142e-01,1,1894.57,0,0,0,0,0,0,5.873142e-01
1095,1.934951e-01,1,1896.28,0,0,0,0,0,0,1.934951e-01
1096,6.044534e-02,0,1897.99,0,0,0,0,0,0,6.044534e-02
1097,1.734535e-02,0,1899.7,0,0,0,0,0,0,1.734535e-02
1098,0,0,1901.42,0,0,0,0,0,0,0
1099,0,0,1903.13,0,0,0,0,0,0,0
1100,0,1,1904.84,0,0,0,0,0,0,0
1101,0,0,1906.56,0,0,0,0,0,0,0
1102,0,0,1908.27,0,0,0,0,0,0,0
1103,0,0,1909.98,0,0,0,0,0,0,0
1104,0,1,1911.69,0,0,0,0,0,0,0
1105,0,3,1913.41,0,0,0,0,0,0,0
1106,0,0,1915.12,0,0,0,0,0,0,0
1107,0,1,1916.83,0,0,0,0,0,0,0
1108,0,0,1918.55,0,0,0,0,0,0,0
1109,0,0,1920.26,0,0,0,0,0,0,0
1110,0,0,1921.97,0,0,0,0,0,0,0
1111,0,0,1923.69,0,0,0,0,0,0,0
1112,0,2,1925.4,0,0,0,0,0,0,0
1113,0,1,1927.11,0,0,0,0,0,0,0
1114,0,1,1928.82,0,0,0,0,0,0,0
1115,0,1,1930.54,0,0,0,0,0,0,0
1116,0,0,1932.25,0,0,0,0,0,0,0
1117,0,0,1933.96,0,0,0,0,0,0,0
1118,0,0,1935.68,0,0,0,0,0,0,0
1119,0,0,1937.39,0,0,0,0,0,0,0
1120,0,0,1939.1,0,0,0,0,0,0,0
1121,0,1,1940.81,0,0,0,0,0,0,0
1122,0,0,1942.53,0,0,0,0,0,0,0
1123,0,0,1944.24,0,0,0,0,0,0,0
1124,0,0,1945.95,0,0,0,0,0,0,0
1125,0,0,1947.67,0,0,0,0,0,0,0
1126,0,1,1949.38,0,0,0,0,0,0,0
1127,0,0,1951.09,0,0,0,0,0,0,0
1128,0,0,1952.81,0,0,0,0,0,0,0
1129,0,1,1954.52,0,0,0,0,0,0,0
1130,0,0,1956.23,0,0,0,0,0,0,0
1131,0,1,1957.94,0,0,0,0,0,0,0
1132,0,0,1959.66,0,0,0,0,0,0,0
1133,0,0,1961.37,0,0,0,0,0,0,0
1134,0,0,1963.08,0,0,0,0,0,0,0
1135,0,0,1964.8,0,0,0,0,0,0,0
1136,0,1,1966.51,0,0,0,0,0,0,0
1137,0,1,1968.22,0,0,0,0,0,0,0
1138,0,0,1969.94,0,0,0,0,0,0,0
1139,0,0,1971.65,0,0,0,0,0,0,0
1140,0,0,1973.36,0,0,0,0,0,0,0
1141,0,2,1975.07,0,0,0,0,0,0,0
1142,0,0,1976.79,0,0,0,0,0,0,0
1143,0,0,1978.5,0,0,0,0,0,0,0
1144,0,1,1980.21,0,0,0,0,0,0,0
1145,0,0,1981.93,0,0,0,0,0,0,0
1146,0,0,1983.64,0,0,0,0,0,0,0
1147,0,0,1985.35,0,0,0,0,0,0,0
1148,0,0,1987.06,0,0,0,0,0,0,0
1149,0,0,1988.78,0,0,0,0,0,0,0
1150,0,1,1990.49,0,0,0,0,0,0,0
1151,0,0,1992.2,0,0,0,0,0,0,0
1152,0,0,1993.92,0,0,0,0,0,0,0
1153,0,1,1995.63,0,0,0,0,0,0,0
1154,0,0,1997.34,0,0,0,0,0,0,0
1155,0,1,1999.06,0,0,0,0,0,0,0
1156,0,0,2000.77,0,0,0,0,0,0,0
1157,0,0,2002.48,0,0,0,0,0,0,0
1158,0,0,2004.19,0,0,0,0,0,0,0
1159,0,0,2005.91,0,0,0,0,0,0,0
1160,0,0,2007.62,0,0,0,0,0,0,0
1161,0,0,2009.33,0,0,0,0,0,0,0
1162,0,1,2011.05,0,0,0,0,0,0,0
1163,0,0,2012.76,0,0,0,0,0,0,0
1164,0,0,2014.47,0,0,0,0,0,0,0
1165,0,0,2016.18,0,0,0,0,0,0,0
1166,0,0,2017.9,0,0,0,0,0,0,0
1167,0,0,2019.61,0,0,0,0,0,0,0
1168,0,0,2021.32,0,0,0,0,0,0,0
1169,0,0,2023.04,0,0,0,0,0,0,0
1170,0,0,2024.75,0,0,0,0,0,0,0
1171,0,0,2026.46,0,0,0,0,0,0,0
1172,0,0,2028.18,0,0,0,0,0,0,0
1173,0,0,2029.89,0,0,0,0,0,0,0
1174,0,0,2031.6,0,0,0,0,0,0,0
1175,0,0,2033.31,0,0,0,0,0,0,0
1176,0,1,2035.03,0,0,0,0,0,0,0
1177,0,0,2036.74,0,0,0,0,0,0,0
1178,0,0,2038.45,0,0,0,0,0,0,0
1179,0,0,2040.17,0,0,0,0,0,0,0
1180,0,0,2041.88,0,0,0,0,0,0,0
1181,0,0,2043.59,0,0,0,0,0,0,0
1182,0,0,2045.3,0,0,0,0,0,0,0
1183,0,0,2047.02,0,0,0,0,0,0,0
1184,0,0,2048.73,0,0,0,0,0,0,0
1185,0,0,2050.44,0,0,0,0,0,0,0
1186,0,0,2052.16,0,0,0,0,0,0,0
1187,0,0,2053.87,0,0,0,0,0,0,0
1188,0,0,2055.58,0,0,0,0,0,0,0
1189,0,1,2057.3,0,0,0,0,0,0,0
1190,0,0,2059.01,0,0,0,0,0,0,0
1191,0,0,2060.72,0,0,0,0,0,0,0
1192,0,0,2062.43,0,0,0,0,0,0,0
1193,0,0,2064.15,0,0,0,0,0,0,0
1194,0,0,2065.86,0,0,0,0,0,0,0
1195,0,0,2067.57,0,0,0,0,0,0,0
1196,0,0,2069.29,0,0,0,0,0,0,0
1197,0,0,2071,0,0,0,0,0,0,0
1198,0,0,2072.71,0,0,0,0,0,0,0
1199,0,0,2074.42,0,0,0,0,0,0,0
1200,0,0,2076.14,0,0,0,0,0,0,0
1201,0,0,2077.85,0,0,0,0,0,0,0
1202,0,0,2079.56,0,0,0,0,0,0,0
1203,0,0,2081.28,0,0,0,0,0,0,0
1204,0,0,2082.99,0,0,0,0,0,0,0
1205,0,0,2084.7,0,0,0,0,0,0,0
1206,0,0,2086.42,0,0,0,0,0,0,0
1207,0,0,2088.13,0,0,0,0,0,0,0
1208,0,0,2089.84,0,0,0,0,0,0,0
1209,0,0,2091.55,0,0,0,0,0,0,0
1210,0,0,2093.27,0,0,0,0,0,0,0
1211,0,0,2094.98,0,0,0,0,0,0,0
1212,0,0,2096.69,0,0,0,0,0,0,0
1213,0,0,2098.41,0,0,0,0,0,0,0
1214,0,0,2100.12,0,0,0,0,0,0,0
1215,0,0,2101.83,0,0,0,0,0,0,0
1216,0,0,2103.54,0,0,0,0,0,0,0
1217,0,1,2105.26,0,0,0,0,0,0,0
1218,0,0,2106.97,0,0,0,0,0,0,0
1219,0,0,2108.68,0,0,0,0,0,0,0
1220,0,0,2110.4,0,0,0,0,0,0,0
1221,0,0,2112.11,0,0,0,0,0,0,0
1222,0,0,2113.82,0,0,0,0,0,0,0
1223,0,0,2115.54,0,0,0,0,0,0,0
1224,0,0,2117.25,0,0,0,0,0,0,0
1225,0,0,2118.96,0,0,0,0,0,0,0
1226,0,0,2120.67,0,0,0,0,0,0,0
1227,0,0,2122.39,0,0,0,0,0,0,0
1228,0,0,2124.1,0,0,0,0,0,0,0
1229,0,0,2125.81,0,0,0,0,0,0,0
1230,0,0,2127.53,0,0,0,0,0,0,0
1231,0,0,2129.24,0,0,0,0,0,0,0
1232,0,1,2130.95,0,0,0,0,0,0,0
1233,0,0,2132.67,0,0,0,0,0,0,0
1234,0,0,2134.38,0,0,0,0,0,0,0
1235,0,0,2136.09,0,0,0,0,0,0,0
1236,0,0,2137.8,0,0,0,0,0,0,0
1237,0,0,2139.52,0,0,0,0,0,0,0
1238,0,0,2141.23,0,0,0,0,0,0,0
1239,0,0,2142.94,0,0,0,0,0,0,0
1240,0,0,2144.66,0,0,0,0,0,0,0
1241,0,0,2146.37,0,0,0,0,0,0,0
1242,0,0,2148.08,0,0,0,0,0,0,0
1243,0,0,2149.79,0,0,0,0,0,0,0
1244,0,0,2151.51,0,0,0,0,0,0,0
1245,0,0,2153.22,0,0,0,0,0,0,0
1246,0,0,2154.93,0,0,0,0,0,0,0
1247,0,0,2156.65,0,0,0,0,0,0,0
1248,0,0,2158.36,0,0,0,0,0,0,0
1249,0,0,2160.07,0,0,0,0,0,0,0
1250,0,0,2161.79,0,0,0,0,0,0,0
1251,0,0,2163.5,0,0,0,0,0,0,0
1252,0,0,2165.21,0,0,0,0,0,0,0
1253,0,0,2166.92,0,0,0,0,0,0,0
1254,0,0,2168.64,0,0,0,0,0,0,0
1255,0,0,2170.35,0,0,0,0,0,0,0
1256,0,0,2172.06,0,0,0,0,0,0,0
1257,0,0,2173.78,0,0,0,0,0,0,0
1258,0,0,2175.49,0,0,0,0,0,0,0
1259,0,0,2177.2,0,0,0,0,0,0,0
1260,0,0,2178.91,0,0,0,0,0,0,0
1261,0,0,2180.63,0,0,0,0,0,0,0
1262,0,0,2182.34,0,0,0,0,0,0,0
1263,0,0,2184.05,0,0,0,0,0,0,0
1264,0,0,2185.77,0,0,0,0,0,0,0
1265,0,0,2187.48,0,0,0,0,0,0,0
1266,0,0,2189.19,0,0,0,0,0,0,0
1267,0,0,2190.91,0,0,0,0,0,0,0
1268,0,0,2192.62,0,0,0,0,0,0,0
1269,0,0,2194.33,0,0,0,0,0,0,0
1270,0,0,2196.04,0,0,0,0,0,0,0
1271,0,0,2197.76,0,0,0,0,0,0,0
1272,0,0,2199.47,0,0,0,0,0,0,0
1273,0,0,2201.18,0,0,0,0,0,0,0
1274,0,0,2202.9,0,0,0,0,0,0,0
1275,0,0,2204.61,0,0,0,0,0,0,0
1276,0,0,2206.32,0,0,0,0,0,0,0
1277,0,0,2208.03,0,0,0,0,0,0,0
1278,0,0,2209.75,0,0,0,0,0,0,0
1279,0,0,2211.46,0,0,0,0,0,0,0
1280,0,0,2213.17,0,0,0,0,0,0,0
1281,0,0,2214.89,0,0,0,0,0,0,0
1282,0,1,2216.6,0,0,0,0,0,0,0
1283,0,0,2218.31,0,0,0,0,0,0,0
1284,0,0,2220.03,0,0,0,0,0,0,0
1285,0,0,2221.74,0,0,0,0,0,0,0
1286,0,0,2223.45,0,0,0,0,0,0,0
1287,0,0,2225.16,0,0,0,0,0,0,0
1288,0,0,2226.88,0,0,0,0,0,0,0
1289,0,0,2228.59,0,0,0,0,0,0,0
